Gatsby - SSG,Gatsby - SSR,Next.js - SSG,Next.js - SSR,Remix - SSR
7331.5,8248.500000000007,8560.279999999999,8214.000000000011,8542.288999999997
7073.0,8233.000000000007,8593.999999999993,8732.483,8284.7275
7055.5,8311.5,8811.000000000007,8240.006000000001,8753.061000000002
7033.0,8535.500000000007,8115.000000000007,8599.561000000002,8613.923999999999
6698.0,8743.5,7951.000000000007,8622.603500000001,8431.593500000003
6785.5,8795.000000000007,8578.500000000007,8560.033500000005,8835.527999999998
7028.5,8322.499999999993,7685.500000000015,8274.5,8601.0
6392.0,8495.5,8379.0,8340.035,8540.372499999998
6957.0,8248.500000000007,8522.499999999993,8756.801,8347.825499999999
7032.5,8248.000000000007,8689.823,8367.0,8811.830499999996
6934.5,8628.5,8273.5,8038.774499999999,8523.904000000002
5802.0,8532.0,8694.0,8302.0,8478.858999999997
6776.0,8194.5,8003.0,8231.6135,8431.485
7127.0,8697.000000000007,8946.5,8423.211499999998,8687.46
6710.5,8880.999999999993,8374.0,8280.8275,8511.781000000003
6309.0,8768.500000000007,7370.499999999993,7852.5,9092.090499999998
6973.0,8583.000000000007,8690.000000000015,8565.2905,8791.618000000002
6772.0,8488.0,7929.500000000007,7988.174500000001,9556.302000000003
6859.5,8158.500000000007,7822.000000000007,8111.054499999998,8418.076999999997
6800.5,8363.000000000007,8515.0,8252.499999999989,8490.585500000001
6520.0,8573.5,7680.0,8291.0,9483.165999999996
6809.0,8504.5,8007.643,7934.0,8712.233500000002
6606.0,8417.500000000007,8091.000000000007,8469.470499999996,8472.198499999999
6786.5,8770.500000000007,7507.5,9183.586500000009,8494.377999999997
6885.5,8539.5,9250.5,7968.5,8862.783499999998
6861.5,8210.999999999993,8623.0,8148.508000000002,8537.972000000002
6360.5,8226.5,8219.5,8326.499999999996,8610.858500000002
6682.5,8408.500000000007,9928.496999999988,8309.43,8799.5625
6017.5,8201.0,8314.0,8370.265,8408.256500000003
7021.0,8641.5,8048.5,8418.1345,8744.646999999997
6634.5,8780.5,8394.517999999996,8811.6005,8719.033000000003
6785.0,8632.5,8506.437999999995,8580.811499999993,8735.830499999996
6780.5,8412.5,7737.500000000015,8399.499999999982,8409.383999999998
6935.5,8472.5,8541.335,8619.5,8790.364000000001
6374.5,8472.000000000007,8312.499999999993,8566.499999999993,8962.906000000003
6285.0,8432.0,8376.557999999997,8138.499999999989,8782.453000000001
5666.0,8548.5,8308.644999999997,8216.000000000007,8624.694499999998
7450.0,8378.0,8652.739999999998,7498.165499999992,8319.578000000001
6367.0,8496.000000000007,8738.996,8597.983500000002,8621.288
6944.5,8879.999999999993,8387.5,8197.5,8212.027000000002
6938.0,8324.5,7942.0,8745.316999999988,8452.572999999997
6797.5,8336.0,8332.500000000015,8500.754,8513.330000000002
6592.0,8624.499999999993,8486.499999999982,8353.0,8278.169999999998
6757.0,8192.0,8149.5,8383.016000000007,8985.076999999997
6853.5,9727.500000000007,8379.5,8846.5465,8887.089500000002
7112.5,8570.000000000007,8747.21,8674.000000000004,8277.123999999996
6480.0,8120.499999999993,8376.599000000002,8215.823000000011,8936.120000000003
6875.0,9860.499999999993,8595.499999999993,8080.589500000002,9159.076500000005
7071.5,8378.5,8032.5,8470.1295,8825.690999999999
7269.0,8647.999999999993,8751.5,8586.499999999996,8576.150500000003
