Gatsby - SSG,Gatsby - SSR,Next.js - SSG,Next.js - SSR,Remix - SSR
4163.3126125,4578.2676525,4428.896495000001,4354.0349,3366.1514000000006
1870.7861,4825.851200000001,4265.176100000001,4264.4859,3380.223300000001
4167.768765,1990.051,3576.9811600000003,4081.704,3376.2964
1876.0309,4405.827885000001,3390.4629000000004,3375.8364,3356.4168
4160.958825000001,1594.5323,4334.984665000002,4270.491,3355.7719000000006
3429.750325,1945.1867,4443.238085,3571.88986,3365.6092
4720.5712,4472.6183575000005,3385.612,3353.1169000000004,3383.3679
4709.45555,1610.72465,3587.2500900000005,3523.13396,3376.5701
4263.4312500000015,1867.35005,4426.7708,3528.8024450000007,7013.719755
4709.8089,4399.4180975,3533.820380000001,4337.917100000001,7076.001990000001
4161.400125,1823.78625,4279.8735,4273.250400000001,3377.4681
3721.5739,1596.0723,3398.5625,4441.625285000001,3381.4599
1873.7577,1576.5802,3391.0806,4220.5335,3358.0032
3720.26095,5106.9723,3581.0147150000003,4253.402700000001,3371.1494
4168.801800000001,1552.4651,3404.9515,3380.312,3358.0112
4714.584650000001,1595.9717500000002,4317.7735,4453.863185,3358.9366
3716.2987000000007,1597.22205,4417.346535000001,4272.7858,3368.7088000000003
3736.3111,4631.0199725,4433.829415,3359.0913,3373.8336
4594.0111,1965.3841500000003,4499.086295,4321.643599999999,3361.8211
1858.8679,4840.3835,3381.7429000000006,3352.9894000000004,3365.0065000000004
1899.0345,4432.173645000001,4331.579615,3360.6482000000005,3383.0835000000006
4710.6686500000005,2023.9622000000004,4118.677845,3358.2602000000006,3376.7844
1875.5386,5102.773700000001,4461.957885000002,3577.9382250000003,3368.3967
4724.855750000001,1590.8616499999998,3396.1762000000003,4271.477900000001,3367.3197
4713.47235,5156.5115000000005,4467.06303,4250.9176,3372.1523000000007
4715.993750000001,1601.67045,4076.4506000000006,4264.4898,3389.8417
1867.6435000000004,5125.7104,4234.8904,3378.292,7004.370762500001
3691.269005,3340.3035,3532.172775,4341.2222,3358.6198
4164.274719999999,4425.357585000001,4392.66579,4253.520400000001,3359.5795
4714.516,5135.402000000001,3388.2992000000004,4267.199199999999,3380.2888000000003
3727.9306,2014.44185,3360.4341000000004,3406.0903000000003,3362.1992
4266.957649999999,2045.71455,3378.7375,3575.6222499999994,3373.321
4161.64354,5113.9617,4269.3488,4255.5767,3376.1949000000004
4718.9168,1642.6442000000002,4271.2407,4252.1093,3371.8046000000004
3690.20571,1935.5829,4464.348715,4269.8858,6999.6110525
4717.26405,4831.3755,4574.0081150000005,4246.232300000001,3367.0871000000006
1892.8467,2042.98335,3387.370000000001,4326.256600000001,3384.0034
4267.696550000001,2005.68555,4283.3802,4453.309645,3363.6157
4162.361312500001,2147.1263,4072.7767,3399.7778,3366.3085
4718.5746,5119.154600000001,3358.7247000000007,4302.377570000001,3382.126
1871.2982,4617.5666425,4276.240100000001,4445.583500000001,3374.6642
4020.4236125000007,1972.85655,4077.6735,3352.4322,3368.8322
4160.8408525,4407.387885,4264.7784,3386.3212,3354.8928000000005
3440.2581525000005,1627.8439500000004,4263.989500000001,4460.682205000001,3378.1548000000003
3738.65405,4598.446760000001,4377.3457,4460.0834350000005,3376.0063
3718.75735,1903.3965,4228.9431,4554.254335,3369.3476
4164.6513175,1821.4099,4265.166000000001,4250.5018,3367.8741
3732.5352,4828.822700000001,3389.9500000000003,3356.0786000000003,3373.699
3739.98555,5094.0681,3392.884500000001,3379.0481,3363.3046
3735.44985,1868.0446,4459.896470000001,4250.417,3373.6902
