Gatsby - SSG,Gatsby - SSR,Next.js - SSG,Next.js - SSR,Remix - SSR
1842.0295,1309.4499815103302,3402.6429,1512.2849,3366.1514
1842.1861,1364.9256960099572,1519.6261,1515.2359,3380.2233
1842.7206,1320.3832855043313,1510.4072,1516.9540000000002,3376.2964
1847.9809,1300.4541534118373,1510.0129000000002,1507.4863999999998,3356.4168
1843.203,1400.1809338643864,1513.7642999999998,1512.4409999999998,3355.7719
1844.803,1258.620995491734,1508.5407,1509.9612000000002,3365.6092
1852.3808,1504.8408485789764,1508.462,1505.6669000000002,3383.3679
1841.3037,1322.4824377837188,1537.9678,1506.1832,3376.5701
1846.4875,1484.1420477673778,1513.7707999999998,1506.2919000000002,3383.7802
1851.8726,1351.9496944090208,1508.8195999999998,1513.9171,3373.0996
1842.255,1471.8193510585156,1514.8235,1510.0504,3377.4681
1841.3826,1296.612700433231,1508.2125,1508.5647,3381.4599
1846.2577,1356.9091289888877,1509.5306,1507.5335,3358.0032
1844.5073,1284.7042394873758,1511.2352999999998,1508.5027,3371.1494
1845.472,1323.430237057786,1515.1515,1509.7620000000002,3358.0112
1843.8231,1367.6418189021294,1508.4735,1508.7827000000002,3358.9366
1843.8658,1377.1741860106142,1508.7397,1508.3357999999998,3368.7088
1845.2074,1352.3216040010743,3401.3093,1509.4413,3373.8336
1845.8074,1288.703748242252,1512.9589,1518.7435999999998,3361.8211
1844.0179,1344.9056614892602,1512.2929,1507.1894000000002,3365.0065
1858.3345,1292.3952099435585,1512.7932999999998,1508.7982000000002,3383.0835
1846.8791,1263.3407477695864,2803.7599,1513.0102000000002,3376.7844
1848.0386,1442.449841780957,1515.4567000000002,1511.3795,3368.3967
1845.6705,1359.2833899868806,1520.6762,1508.0279,3367.3197
1843.9149,1248.0315154680372,1515.7826,1508.8676,3372.1523
1846.5625,1337.8386999307495,1513.2006,1506.5898000000002,3389.8417
1841.7935,1321.722600206433,1519.0404,1506.6419999999998,3371.0555
1849.2502,1369.5513711775898,1510.2405,1507.0722,3358.6198
1850.5488,1365.9410856834843,3408.4618,1504.4704000000002,3359.5795
1848.744,1362.3472993330097,1512.2492000000002,1507.6992,3380.2888
1845.6204,1324.1434884915657,1511.3341,1509.6903000000002,3362.1992
1848.0051,1287.0399515001263,1509.2875,1543.5949999999998,3373.321
1842.6616,1402.8841902672082,1512.8988,1510.6266999999998,3376.1949
1847.6112,1410.1683668973656,1512.0907000000002,1508.9092999999998,3371.8046
1842.8084,1309.1245647601531,1514.5153,1508.7858,3364.0871
1847.1427,1402.6445920648086,1514.2633,1511.6323000000002,3367.0871
1848.8967,1341.4060787408491,1513.52,1517.2566000000002,3384.0034
1846.3977,1280.3190354969267,1511.1801999999998,1506.7159,3363.6157
1842.5775,1357.184578505201,2769.5767,1505.5778,3366.3085
1849.0164,1350.5513479447477,1511.8247,1507.4694,3382.126
1842.6982,1356.7473455023296,1509.0901,1507.5700000000002,3374.6642
1841.4695,1265.7975747279454,1510.1735,1506.6322,3368.8322
1842.6791,1375.466412673985,1509.9784,1508.6212,3354.8928
1846.0891,1379.757426792801,1513.4395,1508.3111,3378.1548
1844.1027,1267.870812239519,1516.3457,1509.5377,3376.0063
1848.5049,1318.433204744952,3364.3431,1511.6156999999998,3369.3476
1845.6677,1439.938267899974,1511.6660000000002,1506.4517999999998,3367.8741
1850.3568,1407.0586139377497,1514.4499999999998,1506.9786,3373.699
1846.3237,1567.5573758400408,1510.2345,1505.7480999999998,3363.3046
1848.2999,1469.6404144408496,1511.7073999999998,1513.167,3373.6902
