Iteration,Speed Index,Cumulative Layout Shift,Largest Contentful Paint,First Contentful Paint,Time to Interactive,Total Blocking Time
1,37814.603,0.12125486654196113,38153.103,37814.603,47115.35300000002,8214.000000000011
2,37803.034,0.18897193516740018,37853.2755,37803.034,47621.417,8732.483
3,37807.988,0.24613105761749463,37849.990999999995,37807.988,47136.744000000006,8240.006000000001
4,37808.878,0.18897193516740018,37850.6585,37808.878,47515.888999999996,8599.561000000002
5,37803.793000000005,0.22331501290362588,37836.844750000004,37803.793000000005,47512.49650000001,8622.603500000001
6,37804.933000000005,0.2205267630280115,37896.69975,37804.933000000005,47451.21650000001,8560.033500000005
7,37839.005,0.1334449589859581,38112.005,37839.005,47201.505000000005,8274.5
8,37804.92999999999,0.18897193516740018,37844.697499999995,37804.92999999999,47231.86499999999,8340.035
9,37802.398,0.4005898998123512,37903.298500000004,37802.398,47645.849,8756.801
10,37883.4545,0.12125486654196113,38160.4545,37883.4545,47355.5045,8367
11,37803.451,0.1566860417906217,37931.08825,37803.451,46886.5255,8038.7744999999995
12,37815.697,0.12125486654196113,38165.197,37815.697,47156.09700000001,8302
13,37806.773,0.18897193516740018,37856.579750000004,37806.773,47081.6365,8231.6135
14,37805.577000000005,0.18897193516740018,37848.68275000001,37805.577000000005,47316.088500000005,8423.211499999998
15,37805.345,0.3752916326482404,37858.50875,37805.345,47132.32250000001,8280.8275
16,37802.820999999996,0.12125486654196113,38129.61575,37802.820999999996,46638.260500000004,7852.5
17,37805.418999999994,0.22331501290362588,37846.064249999996,37805.418999999994,47477.909499999994,8565.2905
18,37805.651,0.22331501290362588,37836.738249999995,37805.651,46858.4755,7988.174500000001
19,37803.891,0.1566860417906217,37893.91825,37803.891,46958.8455,8111.054499999998
20,37911.7475,0.12125486654196113,38144.7475,37911.7475,47201.24749999999,8252.499999999989
21,37857.4225,0.14218374213270063,38164.4225,37857.4225,47227.52250000001,8291
22,38050.2745,0.12916057503074577,38318.2745,38050.2745,46969.724500000004,7934
23,37804.058999999994,0.2499053958637531,38098.54424999999,37804.058999999994,47294.629499999995,8469.470499999996
24,37804.827000000005,0.18897193516740018,37845.12025000001,37804.827000000005,48071.363500000014,9183.586500000009
25,38025.667,0.12916057503074577,38664.167,38025.667,46886.117000000006,7968.5
26,37802.984,0.20248814645467714,37907.238,37802.984,46988.642,8148.508000000002
27,37901.8705,0.15314972487520837,37982.8705,37901.8705,47362.7705,8326.499999999996
28,37805.14,0.29385433445194287,37913.354999999996,37805.14,47201.67,8309.43
29,37805.47,0.18897193516740018,37854.1025,37805.47,47262.185,8370.265
30,37804.731,0.31653436697675724,37848.04825,37804.731,47334.6655,8418.1345
31,37802.799,0.1566860417906217,37918.59925,37802.799,47701.2995,8811.6005
32,37805.37699999999,0.1566860417906217,38084.03275,37805.37699999999,47382.88849999999,8580.811499999993
33,37813.4745,0.12125486654196113,38048.9745,37813.4745,47248.72449999998,8399.499999999982
34,37832.0285,0.14218374213270063,38188.0285,37832.0285,47537.5785,8619.5
35,37881.274,0.14218374213270063,38138.274,37881.274,47559.97399999999,8566.499999999993
36,37844.56,0.08342647646121751,38171.06,37844.56,47020.109999999986,8138.499999999989
37,37811.706000000006,0.14218374213270063,38418.779500000004,37811.706000000006,46951.10300000002,8216.000000000007
38,37804.668999999994,0.1566860417906217,37896.501749999996,37804.668999999994,46298.134499999986,7498.165499999992
39,37805.032999999996,0.1566860417906217,37896.77475,37805.032999999996,47491.9665,8597.983500000002
40,37840.9565,0.12125486654196113,38154.9565,37840.9565,47078.6565,8197.5
41,37804.365999999995,0.1566860417906217,38016.7745,37804.365999999995,47570.18299999998,8745.316999999988
42,37805.492,0.1566860417906217,38137.119,37805.492,47302.14600000001,8500.754
43,37827.9625,0.12125486654196113,38152.4625,37827.9625,47214.3125,8353
44,37806.96799999999,0.28219128924053155,37856.725999999995,37806.96799999999,47277.034,8383.016000000007
45,37805.90700000001,0.22331501290362588,37841.430250000005,37805.90700000001,47737.45350000001,8846.5465
46,37805.361000000004,0.12916057503074577,38177.02075,37805.361000000004,47512.28050000001,8674.000000000004
47,37806.35400000001,0.38639362757980245,38020.26550000001,37806.35400000001,47014.57700000002,8215.823000000011
48,37804.820999999996,0.17950208650449045,38131.61575,37804.820999999996,46881.9605,8080.589500000002
49,37804.740999999995,0.18897193516740018,37849.55575,37804.740999999995,47365.970499999996,8470.1295
50,37827.9955,0.14218374213270063,38201.9955,37827.9955,47489.79549999999,8586.499999999996
